,cleanedtext,label
765,get party started super come ,0
252,who like rock party super coming ,0
818,get party started super come ,0
195,who like rock party super coming ,0
12,see one fucking playable ,1
829,who like rock party super coming ,0
389,who like rock party super coming ,0
777,who like rock party super coming ,0
665,who like rock party super coming october 5th ,0
618,get party started super come ,0
405,who like rock party super coming october 5th ,0
843,wa wonderful ca wait ,0
56,oh so super totally make game worth ,0
208,who like rock party super coming ,0
421,who like rock party super coming ,0
837,budget screw ,0
733,did heard coming year ,0
481,friend become enemy coming october switch ,0
831,who like rock party super coming ,0
340,who like rock party super coming october 5th ,0
266,friendship destroyed game war ,1
384,who like rock party super coming ,0
590,friend become enemy coming october switch ,0
121,who like rock party super coming ,0
265,who like rock party super coming ,0
200,fuck switch ,1
431,am totally down ,1
555,who like rock party super coming ,0
135,who like rock party super coming ,0
468,die party super ,0
803,who like rock party super coming ,0
233,super party awhile hated get october 5th ,1
658,get party started super come ,0
601,get party started super come ,0
96,party combinable switch no gimmick finally ,0
220,it not in damn train it time end friendship once again ,0
84,absolute witchcraft listen explanation ,0
94,using screen patent smart ,0
528,who like rock party super coming ,0
152,who like rock party super coming ,0
561,super party is party keep losing track either way excited ,0
141,who like rock party super coming ,0
181,look like need another party party hear best one ,0
133,who like rock party super coming october 5th ,0
657,who like rock party super coming ,0
687,get party started super come ,0
494,get party started super come ,0
61,switch friend play ,0
394,who like rock party super coming ,0
287,prayer have been answered party switch ca wait friendship crumble ,0
785,who like rock party super coming october 5th ,0
224,who like rock party super coming ,0
515,friend become enemy coming october switch ,0
337,looking good party game ,0
578,get party started super come ,0
225,definitely culture but getting ,0
878,who like rock party super coming ,0
63,party switch take money ,0
875,who like rock party super coming ,0
692,who like rock party super coming ,0
813,who like rock party super coming ,0
651,get party started super come ,0
879,playable ,0
758,who like rock party super coming october 5th ,0
41,party ha evolved seem ,0
842,game play ,1
239,who like rock party super coming october 5th ,0
134,who like rock party super coming october 5th ,0
70,oh wow come party lit ,0
341,who like rock party super coming ,0
839,wrap ,0
493,who like rock party super coming ,0
526,get party started super come ,0
727,friend become enemy coming october switch ,0
549,who like rock party super coming ,0
199,who like rock party super coming october 5th ,0
249,genial ,0
267,who like rock party super coming ,0
210,who like rock party super coming october 5th ,0
554,who like rock party super coming ,0
357,who like rock party super coming october 5th ,0
548,who like rock party super coming october 5th ,0
491,friend become enemy coming october switch ,0
191,actually interesting person actually embarrassed ,0
510,super party switch ,0
750,die party super ,0
100,look really good fun actually nice mix game ,0
232,look awesome ,0
246,super party va encore ,0
739,who like rock party super coming ,0
368,die party super ,0
719,who like rock party super coming october 5th ,0
469,it ,0
477,who like rock party super coming ,0
89,con ,0
577,announced new game look like old one brother going ,1
690,get party started super come ,0
580,who like rock party super coming ,0
146,who like rock party super coming ,0
219,who like rock party super coming october 5th ,0
747,who like rock party super coming ,0
767,new bring back old format ,0
161,who like rock party super coming ,0
45,na life party ,0
30,new party leap switch finally happening it know ,0
290,yeah ,0
379,get party started super come ,0
746,who like rock party super coming october 5th ,0
652,get party started super come ,0
235,all right on switch way wa meant played dick move ,0
299,who like rock party super coming ,0
139,who like rock party super coming october 5th ,0
749,who like rock party super coming october 5th ,0
352,who like rock party super coming ,0
637,get party started super come ,0
227,who like rock party super coming october 5th ,0
801,super party official game trailer ,1
13,new announced combine dope ,0
663,who like rock party super coming october 5th ,0
317,who like rock party super coming ,0
757,who like rock party super coming october 5th ,0
375,die party super ,0
16,super party ,0
688,get party started super come ,0
221,who like rock party super coming ,0
645,get party started super come ,0
720,who like rock party super coming october 5th ,0
556,get party started super come ,0
660,who like rock party super coming ,0
105,oh cooking game ,1
861,who like rock party super coming october 5th ,0
231,want please ,0
674,who like rock party super coming ,0
629,get party started super come ,0
546,get party started super come ,0
859,who like rock party super coming ,0
723,absolute witchcraft listen explanation ,0
850,get party started super come ,0
779,get party started super come ,0
410,yay new party game ca wait ,1
501,who like rock party super coming october 5th ,0
854,who like rock party super coming ,0
462,game cheaper trade ,1
537,friend become enemy coming october switch ,0
622,friend become enemy coming october switch ,0
193,die ,0
186,look much look cool connect switch ,0
844,die party super ,0
289,who like rock party super coming ,0
385,trailer made scream like year old girl ,0
259,who like rock party super coming ,0
834,who like rock party super coming ,0
698,absolute witchcraft listen explanation ,0
480,look amazing ,0
524,get party started super come ,0
531,get party started super come ,0
124,got rid traveling in car ,0
796,get party started super come ,0
336,is weird first immediate thought seeing mean another ,1
5,announced ,0
142,who like rock party super coming ,0
802,who like rock party super coming ,0
138,it party time out october ,0
275,who like rock party super coming ,0
413,who like rock party super coming ,0
840,get party started super come ,0
676,get party started super come ,0
820,wa definitely surprise actually ha lack ,0
113,wa really wondering launch game wa disappointed ,1
551,friend become enemy coming october switch ,0
425,like party coming switch october ,0
567,get party started super come ,0
518,party para ,0
653,who like rock party super coming october 5th ,0
586,get party started super come ,0
127,who like rock party super coming ,0
862,who like rock party super coming october 5th ,0
407,look amazing ,0
668,get party started super come ,0
230,got side tracked watching is releasing november 5th year ,0
446,who like rock party super coming ,0
257,who like rock party super coming ,0
600,get party started super come ,0
189,but cool have never actually owned one looking forward getting switch lot ,0
482,getting releasing 5th october have look ,0
435,look amazing ,0
812,auto e sterne ,0
276,who like rock party super coming october 5th ,0
343,who like rock party super coming ,0
442,die party super ,0
271,finally got rid stupid car ,1
474,die party super ,0
159,none person trailer friend anymore ,0
324,who like rock party super coming ,0
356,die party super ,0
380,look amazing ,0
241,who like rock party super coming ,0
647,who like rock party super coming ,0
766,get party started super come ,0
164,announced switch ,0
108,who like rock party super coming ,0
816,get party started super come ,0
204,who like rock party super coming ,0
254,un party ,0
97,who like rock party super coming october 5th ,0
533,who like rock party super coming ,0
308,so pumped new catch gotten rid stupid cart hope ,1
643,friend become enemy coming october switch ,0
696,friend become enemy coming october switch ,0
400,who like rock party super coming october 5th ,0
226,il fun ce ,0
792,get party started super come ,0
60,spoiler win nothing ,0
137,who like rock party super coming ,0
626,get party started super come ,0
638,friend become enemy coming october switch ,0
95,who like rock party super coming october 5th ,0
644,get party started super come ,0
145,super party october year direct ,0
302,who like rock party super coming october 5th ,0
724,die party super ,0
780,get party started super come ,0
0,pausing real quick conference catch live ,0
346,die party super ,0
126,who like rock party super coming ,0
452,who like rock party super coming october 5th ,0
50,sound like fun picking ,0
342,who like rock party super coming ,0
153,who like rock party super coming october 5th ,0
655,get party started super come ,0
67,dead let go home thank ,1
396,who like rock party super coming ,0
326,who like rock party super coming ,0
111,who like rock party super coming october 5th ,0
572,who like rock party super coming ,0
306,awesome look new game use switch really new way release ,0
440,who like rock party super coming ,0
815,oh freaking god super party switch party is on switch ,0
729,get party started super come ,0
717,series coming bringing new character ,0
823,who like rock party super coming ,0
316,absolute witchcraft listen explanation ,0
485,look amazing ,0
738,get party started super come ,0
143,who like rock party super coming ,0
495,friend become enemy coming october switch ,0
598,get party started super come ,0
753,who like rock party super coming ,0
782,get party started super come ,0
434,who like rock party super coming ,0
433,die party super ,0
381,die party super ,0
444,getting releasing 5th october have look ,0
412,die party super ,0
157,who like rock party super coming october 5th ,0
234,who like rock party super coming ,0
718,get party started super come ,0
374,who like rock party super coming ,0
824,oh freaking god super party switch party is on switch ,0
492,get party started super come ,0
101,yeah baby ,0
789,who like rock party super coming ,0
825,who like rock party super coming october 5th ,0
151,who like rock party super coming october 5th ,0
272,also look alright ,0
206,who like rock party super coming ,0
331,who like rock party super coming october 5th ,0
291,who like rock party super coming ,0
612,get party started super come ,0
305,new look fun look like pretty use switch tech new game ,0
570,got rid car yay ,0
82,new salt mine ,0
417,who like rock party super coming ,0
872,who like rock party super coming october 5th ,0
128,know switch need copy game ,1
250,who like rock party super coming ,0
880,get party started super come ,0
685,getting releasing 5th october have look ,0
863,excited ,0
836,super excited stuck riding car player thank ,0
268,instant cop ,0
377,who like rock party super coming ,0
282,coming switch oct 5th ,0
857,get party started super come ,0
424,who like rock party super coming ,0
125,sent stupid car junk yard ,1
338,new big news can combine switch screen make new look cool ,0
523,who like rock party super coming october 5th ,0
466,getting releasing 5th october have look ,0
535,get party started super come ,0
209,who like rock party super coming october 5th ,0
428,bonito ,0
754,get party started super come ,0
672,get party started super come ,0
40,de sa switch fun ,0
383,da party ,0
499,who like rock party super coming ,0
459,get party started super come order pay nothing ,0
6,please be real party ,0
333,well still needed check switch ,0
360,improve series recent blunder namely party finding ,0
166,who like rock party super coming october 5th ,0
35,year old meltdown ,0
261,ab ,0
866,who like rock party super coming october 5th ,0
680,absolute witchcraft listen explanation ,0
184,who like rock party super coming ,0
205,hell yeah it long got party ,1
318,party look back best ,0
354,who like rock party super coming october 5th ,0
772,get party started super come ,0
682,super party coming switch october ,0
369,who like rock party super coming ,0
603,get party started super come ,0
742,who like rock party super coming october 5th ,0
130,who like rock party super coming ,0
373,die party super ,0
654,super ,0
595,get party started super come ,0
869,look amazing ,0
414,who like rock party super coming ,0
632,hyped game it look amazing ,0
49,look great ,0
258,who like rock party super coming ,0
329,who like rock party super coming ,0
190,loved original game hope hold it look fun ,0
91,great marketing one help attract millennial crowd ,0
178,dual screen interesting ,0
664,look amazing ,0
794,super party official game trailer ,1
483,party getting new iteration switch titled super it releasing october 5th ,0
456,finally current game shitty party feature forced ,1
771,who like rock party super coming october 5th ,0
65,kind party news ,0
542,super party is party keep losing track either way excited ,0
553,who like rock party super coming ,0
735,who like rock party super coming ,0
371,die party super ,0
741,super ,0
64,an expected surprise welcome one sure ,0
568,get party started super come ,0
589,literally wanted except maybe new snap ,0
392,who like rock party super coming ,0
860,smashing ,0
83,who like rock party super coming october 5th ,0
365,who like rock party super coming ,0
9,ad bit unrealistic cussing ,1
334,who like rock party super coming ,0
684,get party started super come ,0
76,destroy friendship new coming october 5th ,1
581,get party started super come ,0
270,who like rock party super coming ,0
630,get party started super come ,0
768,who like rock party super coming october 5th ,0
362,who like rock party super coming ,0
42,actually look fun ,0
621,look amazing ,0
123,who like rock party super coming october 5th ,0
55,look like jam love screen screen innovation ,0
376,die party super ,0
367,who like rock party super coming ,0
18,super party is party keep losing track either way excited ,0
867,get party started super come ,0
516,who like rock party super coming ,0
296,who like rock party super coming october 5th ,0
604,get party started super come ,0
38,party excellent addition switch library direct ,0
545,get party started super come ,0
734,who like rock party super coming ,0
429,got rid car hype ,0
171,who like rock party super coming ,0
98,who like rock party super coming october 5th ,0
806,grade excited much time ,0
112,who like rock party super coming october 5th ,0
874,friend become enemy coming october switch ,0
180,who like rock party super coming october 5th ,0
79,revealed launching october ,0
88,who like rock party super coming ,0
709,who like rock party super coming october 5th ,0
328,announce new ,0
538,get party started super come ,0
92,ooh bike motion control looked uncomfortable ,1
634,get party started super come ,0
155,announced coming october switch stay tuned local info look so ,0
175,who want hang ruin friendship ,0
263,who like rock party super coming ,0
681,who like rock party super coming ,0
415,party getting new iteration switch titled super it releasing october 5th ,0
183,can recapture former ,0
573,get party started super come ,0
575,knew knew coming october 5th switch thank ,0
562,get party started super come ,0
781,super party para switch ,0
583,get party started super come ,0
378,who like rock party super coming october 5th ,0
517,get party started super come ,0
240,online party ,0
457,announced coming october switch ,0
594,super party direct ,0
74,expect see must fun friend play ,0
77,friendship ruined back ,0
550,get party started super come ,0
304,who like rock party super coming ,0
24,yeah ,0
437,holy shit switch shot top must list ,0
648,get party started super come ,0
238,also come october ,0
675,who like rock party super coming ,0
706,oh due screen put together ,1
28,wait now crazy ,1
119,combo switch screen yess ,0
683,get party started super come ,0
154,who like rock party super coming october 5th ,0
513,get party started super come ,0
218,friendship ruiner back ,0
192,who like rock party super coming october 5th ,0
449,look amazing ,0
393,no car bob ,0
398,who like rock party super coming ,0
117,who like rock party super coming ,0
273,who like rock party super coming ,0
109,new coming november 5th ,0
169,who like rock party super coming october 5th ,0
764,who like rock party super coming ,0
475,die party super ,0
203,take party game go oct ,1
451,who like rock party super coming ,0
120,nothing like experience camping outdoor ,0
253,who like rock party super coming ,0
309,who like rock party super coming ,0
23,va para ,0
536,way ,0
280,love super party like brought back original day ,0
167,god ,0
737,who like rock party super coming october 5th ,0
293,time lose friend ,0
395,die party super ,0
503,game play ,1
540,get party started super come ,0
728,get party started super come ,0
731,who like rock party super coming october 5th ,0
774,friend become enemy coming october switch ,0
160,hope dependent one person owning switch ,0
619,super ,0
848,who like rock party super coming october 5th ,0
409,look amazing ,0
846,who like rock party super coming ,0
793,absolute witchcraft listen explanation ,0
37,wait is insane ,1
327,look amazing ,0
217,october ,0
388,die party super ,0
110,oh due screen put together ,1
566,get party started super come ,0
489,get party started super come ,0
411,who like rock party super coming ,0
114,who like rock party super coming ,0
711,get party started super come ,0
714,come october check trailer ,0
616,get party started super come ,0
288,who like rock party super coming ,0
689,super party switch ,0
3,party switch 3d switch ,0
216,guy stupid train anymore ,1
363,who like rock party super coming ,0
454,who like rock party super coming ,0
418,die party super ,0
11,da den ,0
187,who like rock party super coming ,0
804,who like rock party super coming ,0
529,get party started super come ,0
140,coming switch literally connect multiple switch ,0
46,screen manipulation smart never party game not ok ,1
116,who like rock party super coming october 5th ,0
348,who like rock party super coming ,0
387,who like rock party super coming october 5th ,0
29,oh damn ,0
661,friend become enemy coming october switch ,0
615,friend become enemy coming october switch ,0
756,look amazing ,0
345,who like rock party super coming october 5th ,0
22,baby two screen ,0
822,get party started super come ,0
486,who like rock party super coming october 5th ,0
534,who like rock party super coming ,0
52,multiple switch ,0
519,who like rock party super coming ,0
370,die party super ,0
73,oh god game destroy friendship tell ,1
559,get party started super come ,0
44,know it combat ,0
691,get party started super come ,0
558,get party started super come ,0
165,who like rock party super coming ,0
826,love concept new game switch looking forward destroying friendship ,0
391,who like rock party super coming october 5th ,0
702,holy clause shit coming switch dude killed ,1
633,get party started super come ,0
763,who like rock party super coming ,0
557,who like rock party super coming ,0
625,get party started super come ,0
871,who like rock party super coming october 5th ,0
514,get party started super come ,0
102,un mode online ,0
15,un fun ,0
743,who like rock party super coming ,0
20,da is so ,0
32,party ,0
300,who like rock party super coming ,0
188,see rage inducing party party future ,0
10,please online ,0
347,who like rock party super coming ,0
455,die party super ,0
458,who like rock party super coming ,0
835,who like rock party super coming october 5th ,0
800,who like rock party super coming ,0
366,who like rock party super coming ,0
314,all right on switch way wa meant played dick move ,0
264,super party coming switch ,0
75,thank god ditched let ride stupid car together last two ,1
51,dead let go home thank ,1
403,look amazing ,0
86,announced coming october switch stay tuned local info look so fun ,0
472,coming later year looking best party game series ,0
177,who like rock party super coming october 5th ,0
830,who like rock party super coming october 5th ,0
509,get party started super come ,0
496,get party started super come ,0
521,who like rock party super coming october 5th ,0
436,who like rock party super coming ,0
841,get party started super come ,0
716,let go ha announced year costume need ,0
673,friend become enemy coming october switch ,0
201,good news getting party let play ,0
236,who like rock party super coming october 5th ,0
587,party look back best ,0
640,get party started super come ,0
103,who like rock party super coming ,0
552,who like rock party super coming ,0
667,get party started super come ,0
350,who like rock party super coming ,0
90,new look dope ,0
222,who like rock party super coming october 5th ,0
93,october release date ,0
755,get party started super come ,0
284,who like rock party super coming october 5th ,0
819,oh wow come party lit ,0
708,get party started super come ,0
511,friend become enemy coming october switch ,0
78,party announcement direct ,0
877,who like rock party super coming ,0
694,get party started super come ,0
294,who like rock party super coming october 5th ,0
274,who like rock party super coming ,0
423,look amazing ,0
701,die party super ,0
426,who like rock party super coming ,0
832,die party super ,0
382,absolute witchcraft listen explanation ,0
609,get party started super come ,0
416,die party super ,0
307,who like rock party super coming ,0
628,get party started super come ,0
173,wa expecting announcement excited ,0
242,who like rock party super coming ,0
760,get party started super come ,0
662,get party started super come ,0
162,who like rock party super coming october 5th ,0
321,who like rock party super coming october 5th ,0
541,get party started super come ,0
150,who like rock party super coming ,0
174,who like rock party super coming ,0
798,guy killed ,1
631,get party started super come ,0
295,who like rock party super coming ,0
512,who like rock party super coming ,0
504,who like rock party super coming ,0
283,who like rock party super coming ,0
606,get party started super come ,0
237,look amazing ,0
847,die party super ,0
607,get party started super come ,0
353,europe who like rock party super coming ,0
805,get party started super come ,0
401,time party know look like fit perfectly ,0
87,let know steal star ,0
579,get party started super come ,0
31,friend ,0
335,look amazing ,0
650,also getting switch thank bout get even messy ,1
679,cool add online ,0
260,party look game two system higher ,1
330,who like rock party super coming ,0
285,who like rock party super coming ,0
147,super party announced switch ,0
593,super party switch ,0
247,know switch need copy game ,1
713,friend become enemy coming october switch ,0
215,who like rock party super coming october 5th ,0
807,super ,0
547,get party started super come ,0
699,get party started super come ,0
786,who like rock party super coming ,0
27,thing new ,0
115,who like rock party super coming october 5th ,0
795,who like rock party super coming october 5th ,0
776,get party started super come ,0
614,get party started super come ,0
355,already announced new come come ,0
827,get party started super come ,0
311,who like rock party super coming ,0
390,get party started super come ,0
313,who like rock party super coming ,0
430,look amazing ,0
498,who like rock party super coming ,0
170,who like rock party super coming october 5th ,0
576,who like rock party super coming ,0
