,cleanedtext,label
1213,three house march spring ,0
810,three house march spring ,0
345,three house march spring ,0
735,three house ,0
1229,three house march spring ,0
1258,three house march spring ,0
1114,three house march spring ,0
1404,three house march spring ,0
373,three house march spring ,0
973,make debut fire emblem fan everywhere excited next ,0
1221,three house march spring ,0
1140,three house march spring ,0
1366,three house march spring ,0
1002,three house march spring ,0
1212,take money ,0
1187,three house march spring ,0
276,three house march spring ,0
473,three house march spring ,0
1463,three house march spring ,0
1435,three house march spring ,0
136,three house march spring ,0
808,three house march spring ,0
1465,hear look amazing wait ,0
1329,three house march spring ,0
654,three house march spring ,0
1272,three house march spring ,0
1500,three house march spring ,0
1546,hyped watching trailer ,0
156,three house march spring ,0
1458,three house march spring ,0
1068,three house march spring ,0
1173,new fire emblem switch so excited ,0
1560,three house march spring ,0
190,three house march spring ,0
303,three house march spring ,0
1051,three house spring ,0
898,three house march spring ,0
52,join not new ,1
35,oh look ,0
375,three house march spring ,0
675,sleep tonight knowing getting fire emblem game switch ,1
360,three house march spring ,0
1248,three house march spring ,0
1485,three house march spring ,0
720,three house march spring ,0
1288,three house march spring ,0
722,asked fire emblem getting awesome hack slash great flow ,0
755,make debut fire emblem fan everywhere excited ,0
503,three house march spring ,0
828,three house march spring ,0
354,three house march spring ,0
1156,new fire emblem switch so excited ,0
229,three house march spring ,0
833,three house march spring ,0
1536,three house march spring ,0
98,think might first fire emblem game play ,1
1209,three house march spring ,0
1410,three house march spring ,0
1445,three house march spring ,0
1276,three house march spring ,0
776,three house march spring ,0
1439,three house march spring ,0
643,three house march spring ,0
1365,three house march spring ,0
366,three house march spring ,0
42,holy fuck look good ,0
1007,hear look amazing wait ,0
1111,three house march spring ,0
287,three house march spring ,0
1106,three house march spring ,0
1104,make debut fire emblem fan everywhere excited next ,0
270,three house march spring ,0
416,three house march spring ,0
1450,three house march spring ,0
1062,three house march spring ,0
1504,three house spring ,0
1480,hear look amazing wait ,0
539,three house march spring ,0
233,three house march spring ,0
1220,three house march spring ,0
842,three house march spring ,0
105,three house out spring ,0
206,three house march spring ,0
1256,three house march spring ,0
407,three house march spring ,0
1537,three house march spring ,0
899,three house march spring ,0
1215,three house ,0
1523,three house march spring ,0
1249,three house march spring ,0
715,three house march spring ,0
827,make debut fire emblem fan everywhere excited next ,0
1476,three house march spring ,0
1470,three house march spring ,0
690,three house march spring ,0
87,already announced new come come ,0
745,three house march spring ,0
1369,three house march spring ,0
1333,guy killed ,1
1239,three house march spring ,0
664,three house march spring ,0
597,three house march spring ,0
60,de para para ,0
1252,three house march spring ,0
938,three house march spring ,0
1083,three house march spring ,0
494,three house march spring ,0
607,three house march spring ,0
334,three house march spring ,0
443,three house march spring ,0
1159,three house march spring ,0
1208,three house march spring ,0
132,three house march spring ,0
1118,three house march spring ,0
410,but customize character make baby new ,0
1525,three house march spring ,0
1494,three house march spring ,0
383,three house march spring ,0
1108,make debut fire emblem fan everywhere excited next ,0
403,three house march spring ,0
1452,three house march spring ,0
868,three house march spring ,0
1122,three house march spring ,0
2,holy crap new game look really good ,1
1542,hear look amazing wait ,0
915,three house march spring ,0
1345,three house march spring ,0
858,three house march spring ,0
174,new fire emblem game look hype ,1
62,music though ,0
836,make debut fire emblem fan everywhere excited next ,0
630,new really tempted get ,0
538,three house march spring ,0
426,three house march spring ,0
931,three house march spring ,0
1092,three house march spring ,0
1555,three house march spring ,0
1383,hear look amazing wait ,0
1050,ike two variant original game switch ,1
1448,wrap ,0
1171,three house march spring ,0
946,make debut fire emblem fan everywhere excited next ,0
139,it got delayed ,0
1428,three house march spring ,0
1124,three house march spring ,0
341,three house spring ,0
365,three house march spring ,0
971,hear look amazing wait ,0
130,three house march spring ,0
934,three house march spring ,0
25,mi in love ,0
359,three house march spring ,0
1158,three house march spring ,0
277,fire emblem three house switch ,0
1005,three house march spring ,0
859,three house march spring ,0
469,three house march spring ,0
1323,three house march spring ,0
1233,three house march spring ,0
1218,three house march spring ,0
507,three house march spring ,0
547,three house march spring ,0
549,three house march spring ,0
1030,three house march spring ,0
1041,hear look amazing wait ,0
1057,hear look amazing wait ,0
1204,three house march spring ,0
226,fire emblem make true tactical debut switch coming spring ,0
1048,three house march spring ,0
36,look like getting proper switch ,0
573,para ,0
669,three house march spring ,0
1451,hear look amazing wait ,0
950,slightly behind direct cry fire emblem ,1
487,three house march spring ,0
1019,three house march spring ,0
199,three house march spring ,0
737,three house march spring ,0
954,three house march spring ,0
1483,three house march spring ,0
430,three house march spring ,0
1322,three house march spring ,0
269,three house march spring ,0
665,three house march spring ,0
1190,three house march spring ,0
555,three house march spring ,0
1160,three house march spring ,0
1210,three house march spring ,0
747,three house ,0
129,three house march spring ,0
1293,three house march spring ,0
1496,hear look amazing wait ,0
1358,three house march spring ,0
1292,three house march spring ,0
1475,three house march spring ,0
1421,three house spring ,0
325,three house march spring ,0
917,three house march spring ,0
1455,three house march spring ,0
1425,make debut fire emblem fan everywhere excited next ,0
855,three house march spring ,0
1127,three house march spring ,0
880,three house march spring ,0
1014,three house march spring ,0
1125,three house march spring ,0
1228,three house march spring ,0
1059,three house march spring ,0
439,three house march spring ,0
1116,three house march spring ,0
583,three house march spring ,0
278,three house march spring ,0
1196,three house march spring ,0
4,oh shit switch fire emblem ,1
310,three house ,0
1198,three house march spring ,0
1306,three house march spring ,0
232,spring rage ,0
252,three house march spring ,0
873,three house march spring ,0
149,fire emblem person deleting account ,0
320,three house march spring ,0
1138,new fire emblem switch so excited ,0
1089,three house march spring ,0
150,announced switch launching spring ,0
434,three house march spring ,0
1020,three house march spring ,0
892,three house march spring ,0
1553,three house march spring ,0
1086,three house march spring ,0
1172,em ,0
313,three house march spring ,0
742,three house march spring ,0
1175,new fire emblem switch so excited ,0
175,three house march spring ,0
952,three house march spring ,0
94,let getting money ,0
970,three house march spring ,0
752,three house march spring ,0
824,three house march spring ,0
919,three house march spring ,0
1364,three house march spring ,0
408,three house march spring ,0
806,three house march spring ,0
1205,three house march spring ,0
1179,three house march spring ,0
316,three house spring ,0
512,three house march spring ,0
796,make debut fire emblem fan everywhere excited next ,0
245,three house march spring ,0
857,make debut fire emblem fan everywhere excited next ,0
1547,three house march spring ,0
441,three house march spring ,0
472,three house march spring ,0
396,three house march spring ,0
41,digging music switch ,0
1,oh ,0
560,three house march spring ,0
1109,three house march spring ,0
798,three house march spring ,0
1294,three house march spring ,0
64,love character still hate cheer though ,1
1011,three house march spring ,0
202,three house march spring ,0
400,it look like turned battle war movie ,0
787,three house march spring ,0
976,hear look amazing wait ,0
888,three house ,0
848,three house march spring ,0
243,three house march spring ,0
1154,three house march spring ,0
1278,three house march spring ,0
730,three house march spring ,0
369,ca wait three house look amazing ,0
718,fire emblem ,0
1045,make debut fire emblem fan everywhere excited next ,0
1411,three house march spring ,0
674,three house march spring ,0
998,new fire emblem switch so excited ,0
527,three house march spring ,0
480,three house march spring ,0
10,oh god fire emblem look so good ,0
100,three house march spring ,0
693,three house march spring ,0
613,three house march spring ,0
944,three house spring ,0
1242,three house march spring ,0
140,three house march spring ,0
633,three house march spring ,0
1354,three house march spring ,0
890,make debut fire emblem fan everywhere excited next ,0
95,three house march spring ,0
696,three house look good ca believe get money again ,0
168,three house march spring ,0
778,three house march spring ,0
1003,three house march spring ,0
572,three house march spring ,0
875,three house march spring ,0
686,three house march spring ,0
795,make debut fire emblem fan everywhere excited next ,0
648,look deep addictive ,0
126,three house march spring ,0
142,think three house might first fire emblem game play ,1
1065,three house march spring ,0
1015,three house march spring ,0
224,is rule fe protagonist must blue hair ask genuinely ,0
1402,three house march spring ,0
171,three house march spring ,0
485,three house march spring ,0
670,three house march spring ,0
1472,three house march spring ,0
544,three house march spring ,0
556,three house march spring ,0
1170,three house march spring ,0
1559,three house march spring ,0
1510,game waiting finally ,1
1227,three house march spring ,0
1266,three house march spring ,0
1027,three house march spring ,0
1484,hear look amazing wait ,0
1290,three house march spring ,0
85,ora ,0
177,three house march spring ,0
39,not bad looking game ,1
457,three house march spring ,0
496,three house march spring ,0
145,three house march spring ,0
681,three house march spring ,0
837,three house march spring ,0
1528,three house march spring ,0
1334,three house march spring ,0
529,three house march spring ,0
986,super smash ,0
1387,three house march spring ,0
518,three house march spring ,0
1195,three house march spring ,0
1362,three house march spring ,0
1032,three house march spring ,0
1097,fire emblem three house coming switch spring ,0
925,three house march spring ,0
1163,new fire emblem switch so excited ,0
975,three house march spring ,0
766,three house march spring ,0
1511,three house march spring ,0
453,three house march spring ,0
1017,three house march spring ,0
1211,three house march spring ,0
376,three house march spring ,0
38,it looking ,0
1191,three house march spring ,0
877,three house march spring ,0
632,three house march spring ,0
1493,three house march spring ,0
957,three house march spring ,0
319,three house march spring ,0
448,three house march spring ,0
1355,hear look amazing wait ,0
1541,three house march spring ,0
990,three house march spring ,0
519,three house march spring ,0
948,three house march spring ,0
429,three house march spring ,0
707,three house march spring ,0
1562,three house march spring ,0
368,three house march spring ,0
694,three house serum ,0
326,three house march spring ,0
292,three house march spring ,0
1129,three house march spring ,0
96,de no tum ,0
1442,also smash awesome even see new fire emblem ,0
47,music good ,0
119,new look amazing dat right ,0
357,three house march spring ,0
1301,hear look amazing wait ,0
428,three house march spring ,0
58,spring ,0
27,got game ,1
1244,three house spring ,0
1296,three house march spring ,0
322,three house march spring ,0
1532,three house march spring ,0
1250,new fire emblem switch so excited ,0
820,three house march spring ,0
419,three house march spring ,0
1516,three house spring ,0
1422,three house march spring ,0
853,three house march spring ,0
1235,three house march spring ,0
1071,three house march spring ,0
72,new coming jan ,0
985,three house march spring ,0
220,ooh switch look interesting ,0
181,three house march spring ,0
159,three house march spring ,0
117,new rush way ,0
659,three house march spring ,0
263,three house march spring ,0
713,three house march spring ,0
293,three house march spring ,0
482,look interesting ,0
1307,three house march spring ,0
903,three house march spring ,0
585,three house march spring ,0
541,three house ,0
81,fire emblem been waiting year ,0
1280,three house march spring ,0
683,three house march spring ,0
423,three house march spring ,0
878,three house march spring ,0
1368,three house march spring ,0
988,three house spring ,0
1430,three house march spring ,0
1412,three house serum ,0
14,sick dog good god new game look beautiful ,0
284,trailer spring ,0
1016,three house march spring ,0
767,three house march spring ,0
1321,three house march spring ,0
1088,three house march spring ,0
1380,hear look amazing wait ,0
317,three house march spring ,0
616,three house march spring ,0
273,three house march spring ,0
31,hat die die man ,0
170,three house march spring ,0
992,three house march spring ,0
862,three house march spring ,0
405,three house march spring ,0
1028,make debut fire emblem fan everywhere excited next ,0
382,three house march spring ,0
427,three house march spring ,0
1503,three house march spring ,0
1340,three house march spring ,0
790,three house march spring ,0
603,three house march spring ,0
1121,new fire emblem switch so excited ,0
1299,three house march spring ,0
296,three house march spring ,0
180,three house march spring ,0
746,three house march spring ,0
1077,three house march spring ,0
1357,three house march spring ,0
863,make debut fire emblem fan everywhere excited next ,0
238,three house march spring ,0
719,three house march spring ,0
524,three house march spring ,0
1515,three house march spring ,0
563,fire emblem already ha english voice recorded let ,0
513,three house march spring ,0
566,three house march spring ,0
886,three house march spring ,0
1309,three house march spring ,0
501,three house march spring ,0
568,three house march spring ,0
699,three house march spring ,0
493,incredibly excited ,0
819,three house march spring ,0
244,three house march spring ,0
1468,three house march spring ,0
753,three house march spring ,0
1060,three house march spring ,0
452,three house march spring ,0
1131,three house march spring ,0
709,three house march spring ,0
364,three house march spring ,0
1178,three house march spring ,0
835,three house march spring ,0
1535,three house march spring ,0
300,three house march spring ,0
393,three house march spring ,0
789,make debut fire emblem fan everywhere excited next ,0
127,three house march spring ,0
797,three house march spring ,0
575,three house march spring ,0
784,make debut fire emblem fan everywhere excited next ,0
1433,three house march spring ,0
196,three house march spring ,0
801,three house march spring ,0
290,three house march spring ,0
826,need need know see more though ,0
1318,three house march spring ,0
506,three house march spring ,0
1378,three house march spring ,0
311,three house march spring ,0
793,three house march spring ,0
943,three house march spring ,0
1236,three house spring ,0
879,new fire emblem ,0
838,three house march spring ,0
912,three house march spring ,0
692,three house march spring ,0
604,three house march spring ,0
960,hear look amazing wait ,0
593,three house march spring ,0
1149,three house march spring ,0
939,three house ,0
1039,three house march spring ,0
197,three house march spring ,0
993,upcoming finally ha name fire emblem three house also today ,0
867,three house march spring ,0
895,three house march spring ,0
478,three house march spring ,0
724,three house march spring ,0
864,three house march spring ,0
609,three house march spring ,0
9,wa going say looked like fire emblem ,0
121,three house march spring ,0
324,three house march spring ,0
74,fire emblem three house spring direct ,0
1477,three house march spring ,0
37,graphic ,0
1166,hear look amazing wait ,0
1557,three house march spring ,0
678,three house march spring ,0
705,three house march spring ,0
551,three house march spring ,0
1052,three house spring ,0
1269,hear look amazing wait ,0
588,three house march spring ,0
1376,three house march spring ,0
1283,three house march spring ,0
754,three house march spring ,0
520,three house march spring ,0
1193,three house march spring ,0
1274,three house march spring ,0
907,three house march spring ,0
371,three house march spring ,0
614,three house march spring ,0
459,three house march spring ,0
1094,three house march spring ,0
1216,hear look amazing wait ,0
897,three house march spring ,0
83,oh god name literally ,0
966,three house march spring ,0
852,three house march spring ,0
935,three house spring ,0
0,many house ,0
78,three house march spring ,0
680,three house march spring ,0
559,three house serum ,0
53,digging music switch ,0
254,three house march spring ,0
479,three house march spring ,0
577,new rush way ,0
432,three house march spring ,0
165,three house march spring ,0
700,three house march spring ,0
685,three house march spring ,0
431,three house march spring ,0
799,three house march spring ,0
968,three house march spring ,0
602,three house march spring ,0
712,direct fire emblem three house ,0
11,fire emblem time new anime girlfriend ,0
66,three house march spring ,0
193,three house march spring ,0
109,new na sweet ,0
706,three house march spring ,0
1245,three house spring ,0
1379,three house march spring ,0
1040,three house march spring ,0
19,ready play game ,1
721,three house march spring ,0
930,three house march spring ,0
1385,three house march spring ,0
576,three house march spring ,0
965,hear look amazing wait ,0
155,three house march spring ,0
679,three house march spring ,0
595,three house march spring ,0
184,three house march spring ,0
249,three house march spring ,0
304,three house march spring ,0
218,finally switch hopefully fix problem fate ,0
492,three house march spring ,0
977,three house ,0
617,three house march spring ,0
567,three house march spring ,0
59,not crying ,0
701,three house march spring ,0
579,three house march spring ,0
356,europe three house march spring ,0
401,three house march spring ,0
1008,three house march spring ,0
210,three house march spring ,0
1095,three house march spring ,0
329,three house march spring ,0
93,three house march spring ,0
1082,three house march spring ,0
151,three house march spring ,0
1348,three house march spring ,0
207,fire emblem three house coming spring ,0
1342,three house march spring ,0
1409,three house march spring ,0
1277,finally can wait play look create visual update battle ,0
1390,three house march spring ,0
1492,three house march spring ,0
1262,three house march spring ,0
702,three house march spring ,0
483,three house march spring ,0
455,three house march spring ,0
1203,three house march spring ,0
1100,three house march spring ,0
255,three house march spring ,0
80,still keeping classic nostalgic feel good ,0
46,pinpoint moment ,0
598,three house march spring ,0
764,make debut fire emblem fan everywhere excited next ,0
17,time ,0
107,three house march spring ,0
312,three house march spring ,0
212,three house march spring ,0
618,three house march spring ,0
1332,three house march spring ,0
198,three house march spring ,0
279,three house march spring ,0
1102,wa also pretty hyped ,0
379,three house march spring ,0
639,three house march spring ,0
728,three house march spring ,0
1222,three house march spring ,0
1427,three house march spring ,0
1522,three house march spring ,0
1434,three house march spring ,0
1281,three house march spring ,0
861,three house march spring ,0
782,three house march spring ,0
652,three house march spring ,0
1400,three house march spring ,0
636,three house march spring ,0
1415,three house march spring ,0
849,impression game look like going crazy fun three house it look ,1
638,three house march spring ,0
676,three house march spring ,0
251,three house march spring ,0
1013,three house march spring ,0
70,glad hear new trailer ,0
92,three house march spring ,0
1436,three house march spring ,0
82,new fire emblem ,0
1287,three house march spring ,0
294,three house march spring ,0
1349,three house march spring ,0
392,three house ,0
1090,three house march spring ,0
203,three house march spring ,0
128,three house march spring ,0
581,three house march spring ,0
786,make debut fire emblem fan everywhere excited next ,0
367,three house march spring ,0
351,three house march spring ,0
114,three house march spring ,0
1374,three house march spring ,0
1153,three house march spring ,0
504,three house march spring ,0
13,someday make attempt get ,0
1324,three house march spring ,0
794,three house march spring ,0
225,three house march spring ,0
805,three house march spring ,0
570,three house march spring ,0
1207,three house march spring ,0
342,it good get brand new big fire emblem game ,0
1105,hear look amazing wait ,0
1543,three house march spring ,0
1462,three house march spring ,0
554,three house march spring ,0
870,upcoming finally ha name fire emblem three house also today ,0
924,three house march spring ,0
6,le pa ,0
363,wait wa name ,0
1012,hear look amazing wait ,0
1271,three house march spring ,0
591,three house march spring ,0
160,three house march spring ,0
362,news control army one look not hero ,0
417,three house march spring ,0
1223,three house march spring ,0
388,three house march spring ,0
120,three house march spring ,0
1132,three house march spring ,0
980,three house march spring ,0
621,three house march spring ,0
349,ca wait check army ,0
163,three house march spring ,0
1305,three house march spring ,0
1037,three house march spring ,0
1006,three house spring ,0
456,three house spring ,0
173,three house march spring ,0
18,finally get hear look intense ,0
415,three house march spring ,0
1488,three house march spring ,0
834,three house march spring ,0
961,three house march spring ,0
1043,three house march spring ,0
644,three house march spring ,0
649,three house march spring ,0
395,three house march spring ,0
421,three house march spring ,0
744,three house march spring ,0
564,three house march spring ,0
1219,three house march spring ,0
739,three house march spring ,0
44,freaking adorable ,0
75,is guy called ,0
658,three house march spring ,0
1197,three house march spring ,0
1286,little disappointed released next year time ,1
682,three house march spring ,0
1289,three house march spring ,0
671,upcoming finally ha name fire emblem three house also today ,0
792,three house march spring ,0
1257,eu 20/20 ,0
358,three house march spring ,0
1311,three house march spring ,0
67,ca drop on me then not go detail ,0
413,three house march spring ,0
223,three house march spring ,0
691,three house march spring ,0
352,new ,0
1507,three house march spring ,0
308,three house march spring ,0
246,three house march spring ,0
574,three house march spring ,0
1176,three house march spring ,0
467,three house march spring ,0
698,three house march spring ,0
1291,hear look amazing wait ,0
328,three house march spring ,0
1497,three house march spring ,0
901,three house march spring ,0
642,three house march spring ,0
239,three house march spring ,0
804,three house march spring ,0
542,three house march spring ,0
1424,take all money now ,0
295,three house march spring ,0
612,three house march spring ,0
1169,three house march spring ,0
1150,three house march spring ,0
1098,three house march spring ,0
274,three house march spring ,0
344,three house march spring ,0
122,three house march spring ,0
260,three house march spring ,0
1142,new fire emblem switch so excited ,0
1044,three house march spring ,0
596,three house march spring ,0
1335,three house spring ,0
1194,three house march spring ,0
1548,game waiting finally ,1
442,three house march spring ,0
449,three house ,0
99,three house march spring ,0
1038,three house march spring ,0
1284,three house march spring ,0
26,looking excellent suck game ,0
1317,fire emblem foot time ,0
1545,three house march spring ,0
200,three house march spring ,0
340,three house march spring ,0
447,three house march spring ,0
1391,three house march spring ,0
732,three house march spring ,0
1273,three house march spring ,0
466,three house march spring ,0
623,three house march spring ,0
1075,three house march spring ,0
1234,three house march spring ,0
387,three house march spring ,0
1351,good great definitely hyped ,0
475,three house march spring ,0
154,it delayed suck but look really good fine ,0
711,three house march spring ,0
137,three house look exploration battle like echo spring ,0
979,three house march spring ,0
1457,three house march spring ,0
511,three house march spring ,0
1298,hear look amazing wait ,0
1001,three house march spring ,0
1010,three house march spring ,0
516,three house march spring ,0
437,three house march spring ,0
1350,three house march spring ,0
508,three house march spring ,0
1165,three house march spring ,0
314,three house march spring ,0
241,three house march spring ,0
384,three house march spring ,0
1078,three house march spring ,0
829,three house march spring ,0
185,three house march spring ,0
1552,three house march spring ,0
817,make debut fire emblem fan everywhere excited next ,0
580,three house march spring ,0
1315,three house march spring ,0
738,three house march spring ,0
266,maximum hype ,0
1067,three house ,0
446,three house march spring ,0
337,three house march spring ,0
1099,three house march spring ,0
1308,three house spring ,0
959,three house march spring ,0
1396,three house march spring ,0
904,three house march spring ,0
1066,three house march spring ,0
523,three house march spring ,0
1157,three house march spring ,0
627,three house march spring ,0
561,three house march spring ,0
981,three house march spring ,0
631,three house march spring ,0
500,three house march spring ,0
394,three house march spring ,0
264,three house march spring ,0
748,three house march spring ,0
777,three house march spring ,0
991,hear look amazing wait ,0
86,so control troop well character look dope ,0
123,three house march spring ,0
569,three house march spring ,0
1275,three house march spring ,0
234,three house march spring ,0
1143,three house march spring ,0
590,three house march spring ,0
7,new game look like tactic game ,1
605,three house march spring ,0
902,three house march spring ,0
876,three house march spring ,0
1117,three house march spring ,0
15,look unbelievable ,1
370,three house march spring ,0
1000,three house march spring ,0
222,three house march spring ,0
110,appreciate spicing battle scene ,0
1162,three house march spring ,0
157,three house march spring ,0
811,make debut fire emblem fan everywhere excited next ,0
5,switch ,0
1034,three house march spring ,0
380,three house march spring ,0
116,three house march spring ,0
684,three house march spring ,0
502,three house march spring ,0
1454,three house march spring ,0
350,three house march spring ,0
704,new look amazing waiting good turn based strategy hot minute ,0
856,three house march spring ,0
989,hear look amazing wait ,0
758,three house march spring ,0
1395,three house serum ,0
338,new new amp new bad far ,1
1152,three house march spring ,0
153,three house march spring ,0
302,three house march spring ,0
1168,three house march spring ,0
1107,three house march spring ,0
55,not big fire emblem fan cool see kind stuff make next universe ,0
548,three house march spring ,0
703,three house march spring ,0
386,three house march spring ,0
1399,hear look amazing wait ,0
1265,three house march spring ,0
1155,three house march spring ,0
783,three house march spring ,0
920,three house march spring ,0
381,three house march spring ,0
435,three house march spring ,0
578,three house march spring ,0
79,amazing ,0
825,three house march spring ,0
1126,three house march spring ,0
1420,three house march spring ,0
289,three house march spring ,0
908,three house march spring ,0
949,make debut fire emblem fan everywhere excited next ,0
1414,please know birthday take much good news one time ,0
1397,three house march spring ,0
1316,three house march spring ,0
1401,three house march spring ,0
655,three house march spring ,0
1113,three house march spring ,0
1326,three house march spring ,0
916,three house march spring ,0
1079,three house march spring ,0
1270,three house march spring ,0
1341,three house march spring ,0
515,three house march spring ,0
65,look lit ,0
1061,new rush way ,0
974,three house march spring ,0
192,three house march spring ,0
1192,three house march spring ,0
1130,three house march spring ,0
1253,three house march spring ,0
822,three house march spring ,0
204,three house march spring ,0
178,three house march spring ,0
257,three house march spring ,0
195,three house march spring ,0
454,three house march spring ,0
537,three house march spring ,0
763,three house march spring ,0
152,three house march spring ,0
1200,three house march spring ,0
108,da war nun ,0
926,three house march spring ,0
236,wait look incredible ,0
958,three house march spring ,0
1225,three house march spring ,0
148,three house march spring ,0
299,three house march spring ,0
458,three house amazing ,0
1056,three house march spring ,0
398,three house march spring ,0
135,three house march spring ,0
280,three house march spring ,0
1446,three house march spring ,0
286,three house march spring ,0
1247,three house march spring ,0
1495,three house march spring ,0
323,three house march spring ,0
211,three house march spring ,0
785,three house march spring ,0
1336,three house march spring ,0
1128,hear look amazing wait ,0
1544,three house march spring ,0
141,three house march spring ,0
1054,three house march spring ,0
1403,three house march spring ,0
818,make debut fire emblem fan everywhere excited next ,0
1004,three house march spring ,0
164,three house march spring ,0
625,three house march spring ,0
913,three house march spring ,0
1183,three house march spring ,0
465,three house march spring ,0
587,three house march spring ,0
1520,excited ,0
486,three house march spring ,0
138,three house march spring ,0
1551,three house march spring ,0
1429,hear look amazing wait ,0
230,three house march spring ,0
462,three house march spring ,0
800,three house march spring ,0
259,three house march spring ,0
530,three house march spring ,0
741,three house march spring ,0
1237,three house march spring ,0
846,three house march spring ,0
821,three house march spring ,0
1394,three house march spring ,0
910,three house march spring ,0
1344,three house march spring ,0
1392,three house march spring ,0
942,three house march spring ,0
1513,three house march spring ,0
1009,three house march spring ,0
414,three house march spring ,0
969,make debut fire emblem fan everywhere excited next ,0
1367,three house march spring ,0
291,three house march spring ,0
1467,three house march spring ,0
1499,three house march spring ,0
1251,three house march spring ,0
850,make debut fire emblem fan everywhere excited next ,0
61,look good ,0
420,three house march spring ,0
1136,three house march spring ,0
945,three house march spring ,0
640,three house march spring ,0
20,look amazing ,0
261,three house march spring ,0
840,three house march spring ,0
187,okay looking sexy hell there much even know begin talking ,0
422,three house march spring ,0
695,three house march spring ,0
1036,new fire emblem switch so excited ,0
391,three house march spring ,0
143,three house march spring ,0
183,look beautiful absolutely stunning theme song though spring long ,0
256,hope time get japanese voice game unlike fire emblem fate ,1
208,three house march spring ,0
176,three house march spring ,0
765,three house march spring ,0
113,three house march spring ,0
1243,three house march spring ,0
71,think heard trailer ,0
592,three house march spring ,0
762,three house march spring ,0
40,new look really good tho ,0
84,three house more transfer map battle scene shown ,0
89,spring ,0
843,three house march spring ,0
1438,three house march spring ,0
219,three house march spring ,0
378,three house march spring ,0
275,three house march spring ,0
1453,three house march spring ,0
327,three house march spring ,0
740,three house march spring ,0
1295,three house march spring ,0
1527,three house march spring ,0
723,three house march spring ,0
1180,three house march spring ,0
1046,hear look amazing wait ,0
1501,three house spring ,0
823,three house march spring ,0
688,three house march spring ,0
788,upcoming finally ha name fire emblem three house also today ,0
1556,hear look amazing wait ,0
1432,three house march spring ,0
409,three house march spring ,0
1479,three house march spring ,0
672,three house march spring ,0
1177,three house march spring ,0
1319,par dit ,0
928,three house march spring ,0
144,three house march spring ,0
333,three house march spring ,0
24,new fire emblem maybe better review one switch ,0
725,three house march spring ,0
1230,three house march spring ,0
1474,three house march spring ,0
673,three house march spring ,0
540,three house march spring ,0
306,three house march spring ,0
491,three house march spring ,0
133,three house march spring ,0
162,three house march spring ,0
265,three house march spring ,0
1297,three house march spring ,0
1181,new fire emblem switch so excited ,0
